,sentence,label
112,"Пообщался с жителями. И выяснил, что большинство из них даже не знают, кто их участковый, – сказал глава региона. - А потому предлагаю подумать над вопросом размещения на подъездах домов информационных щитов с телефонами различных экстренных служб, а также контактными данными близлежащих отделов полиции и участковых.,На подъездах домов разместят информационные щиты с телефонами различных экстренных служб, а также контактными данными близлежащих отделов полиции и участковых.",0
113,"Уже довольно скоро некоторые были куплены знатоками. Мое внимание привлекли семь картин последнего периода: жизнеутверждающие, радостные краски, тем более удивительные, что художник создавал их в период, когда терял зрение. В пресс-релизе выставки сказано так: “...Он рисует, чтобы придать форму своему мышлению и эмоциям, продолжая стиль предшественников.,Он рисует, чтобы придать форму своему мышлению и эмоциям, продолжая стиль предшественников.",1
114,"Но представьте себе: откажетесь вы окончательно, а мы возьмем у вас да выиграем. Вот будет интересно. Пожалеете тогда"", - сказал он.,Они пожалели.",1
115,"В очередной раз приходится говорить о том, что наши полномочия ограничены.,Наши полномочия ограничены.",0
116,"На место происшествия выехали сотрудники полиции и выяснили, что злоумышленники проникали в машины, разбивая стекла или вскрывая багажники. Ну а после брали все ценное, что находили. Подозреваемых вскоре задержали.,Злоумышленники проникали в машины через багажники и разбитые окна.",0
117,"Если это книжный магазин, могу я купить книгу, которую я выбрал? Продавщица остолбенела. – Тебе рано читать такие книги, – наконец сказала она.,Тебе рано читать такие книги.",0
118,"Перезвонил. – Беда! – говорит.,Беда!",1
119,"Только я вот что скажу — всяких там окрестных оборванцев я кормить не собираюсь.,Всяких там окрестных оборванцев я кормить не собираюсь.",0
120,"Собака была крайне агрессивна. Мужчина заметил у животного признаки бешенства, но ничего сделать не мог. Вот и решил он вызвать на помощь полицию.,Мужчина вызвал на помощь полицию.",1
121,"А теперь, будто в прежние времена, закатила грандиозный скандал по причине каких-то не сданных вовремя материалов. Окна в редакционной комнате вибрировали от истерики: ""Срываете выпуск номера!.. Вы что думаете, вы - на каком-то привилегированном положении!?"",Вы на привилегированном положении",2
122,"“Всякое дыхание да славит Господа”, — он не был уверен, что вспомнил дословно. Он открыл способ своего объединения с людьми и животными: он объединен с ними как дышащее существо. Он решил, что и Господь хвалит и одобряет всякое дыхание, он чуть не покраснел от этой Господней похвалы.,Он вспомнил дословно.",1
123,"Эти журналисты просто беда, я тебе скажу. Чума какая-то. Мало нам критиков было, которые всю жизнь считали, что наши картины только повод для их писанины.,Наши картины только повод для их писанины.",2
124,"Потом сделала вид, что приняла за чистую монету его бормотание о вечерней прохладе, и предложила, чтобы согреться, чаю, потом коньяку. Она заботливо усыпила его неуверенность в себе, она дала ему возможность беспрепятственно взять инициативу в свои руки и распустить хвост. Она подождала, пока он обманет свое самолюбие с помощью самых забитых фраз и убедит себя в том, что все вокруг — это результат его обаяния.,Все вокруг — это результат его обаяния.",1
125,"""Я попросил их продолжать работу и не снижать темпов, крайне противно было"", — посетовал глава президентской администрации. ""Ну, терпел. Я не подавал виду, потому что я понимал, что если я начну подавать вид, это приведет к настороженности и попытке замести следы"", — добавил он.,Если я начну подавать вид, это приведет к настороженности и попытке замести следы.",0
126,"Работа воображения. Когда переживаемое само проявляет в нашем сознании свои образы, заставляет все увидеть и запомнить, ощущать как реальность... Такое психическое состояние. Оно же рождает сны, галлюцинации — то, чему мы якобы не верим, считая, что это обман.,Мы всё видим и запоминаем, ощущаем как реальность.",1
127,"Новый пассажир оказался участковым уполномоченным. Опытным взглядом полицейский осмотрел соседей по салону и в двух женских лицах уловил знакомые черты. Он видел их раньше — в ориентировке на розыск, женщин подозревали в совершении карманных краж.,Женщины совершали карманные кражи.",1
128,"Молите Бога, мой друг, чтобы он помог мне вынести мое изгнание, которое здесь день ото дня кажется мне все более невыносимым. Эти два года кажутся мне веками. Я чувствую, что не смогу долго прожить так, как живу теперь.,Я не смогу долго прожить так, как живу теперь.",0
129,"Мужчину подозревают в убийстве двоих человек, с которыми он ремонтировал здание городского пенсионного фонда, что на улице Красноармейской.,Мужчина убил двоих человек, с которыми он ремонтировал здание городского пенсионного фонда, что на улице Красноармейской.",0
130,"Но жизнь не обманешь, жизнь безошибочно определяет таких,как он, а уж как от них избавляется, не имеет значения. Может отправить сюда, в старый скрипучий дом посреди маленького сада за высоким забором, может покончитьсразу и на месте — воздух сгущается, двигаться трудно, разряд, треск, белыйогонь...Он прошел весь путь человека своей профессии. В молодости много говорил оневероятных, невообразимо смелых проектах, всем было понятно, что даже говоритьо таком — сильный риск.,Даже говорить о таком — сильный риск.",1
131,"“Теперь по очень важному и щепетильному вопросу. Хочу, чтобы и здесь у нас с Вами была ясность. Скажу откровенно, меня не удовлетворяет форма нашего сотрудничества.,Меня не удовлетворяет форма нашего сотрудничества.",1
132,"Как вы могли говорить, что вы это поняли?,Вы это поняли.",2
133,"Он не даст соврать, ведь я и правда мечтал о старшем брате. Когда понял, что папа не способен ни защитить, ни протянуть руку помощи в нужный момент.,Папа не способен ни защитить, ни протянуть руку помощи в нужный момент.",1
134,"Но в тот же момент оказалось, что студентки заранее спланировали свои действия: придумали схему незаметного выноса товара из торгового зала.,Студентки заранее спланировали свои действия.",1
135,"""Недопустимо, когда у нас деньги есть, а с договорами творится такой бардак. В следующем году этому место быть не должно"", - сказал он. ""Я сейчас не говорю о том, кто конкретно в чем виноват.,Кто-то конкретно в чем-то виноват.",0
136,"Я смеюсь. - Вступил! - вызывающе говорит он.,Он вступил.",0
137,"Ярославские следователи просят жителей области помочь найти мужчину, подозреваемого в причинении смерти по неосторожности.,Ярославские следователи не могут найти мужчину, подозреваемого в причинении смерти по неосторожности.",0
138,"Воспитывать, дорогие мои, надо на подвиге, на героизме. А этого бы хоть подстригли. Слышите, товарищ, я вам говорю, как там ваша фамилия,— неприлично мужчине ходить с такими волосами.,Неприлично мужчине ходить с такими волосами.",2
139,"Дополнительные меры безопасности будут приняты на время новогодних и рождественских праздников.,Во время новогодних и рождественских праздников будет безопаснее.",2
140,"Готовность станций в настоящее время достаточно высокая, - сказал он.,Готовность станций достаточно высокая.",0
141,"Но долгое время, хоть и взрослый, но испуганный, я был уверен, что они (чекисты) засекли меня, и ждал наказания. Больше я ни на какие выборы никогда не ходил, даже в наши дни. Справедливости ради должен сказать, что не делал этого не из принципа и не из страха.,Чекисты засекли меня.",1
142,"Несмотря на это, женщина смогла проникнуть на запрещающую территорию и упасть в шахту лифта, - рассказали в следственном комитете по Новосибирской области. В настоящий момент проводится устанавливаются все обстоятельства произошедшего. По результатам проверки будет принято процессуальное решение.,Женщина проникла на запрещающую территорию и упала в шахту лифта.",1
143,"У меня есть только одна претензия. И, пожалуй, она не к писателю, а ко времени и месту... Объясняю. В предисловии автор сообщает, что книгу эту он в детстве читал, да забыл, — давая понять читателю, что как бы восстанавливает ее по памяти.,Книгу эту автор в детстве читал, да забыл.",1
144,"Теперь я был одинок. Придя из школы домой, весь вечер трепетал и ждал, что за мной придут. Выключил в комнатах свет, чтоб подумали, что никого дома нету, а чтобы не раздалось звонков по телефону, сдвинул незаметно трубку.,Никого дома нету.",2
145,"Когда он вернулся с прогулки, обратил внимание на то, что часть парковки возле гостиницы огорожена красной лентой, однако ни предупреждающих знаков, ни информационных табличек в зоне видимости не было. Припарковав автомобиль в метре от ограждения, мужчина отправился в свой номер. Около восьми часов утра турист услышал звук сработавшей сигнализации.,Сигнализация сработала.",0
146,"Тягуче проскрипела дверь. Мы оглянулись, я увидел просунувшуюся голову кузнеца. Он сказал: — Готово!, — Готово!",0
147,"Но возвращать деньги не особо спешила. Исполнительный лист поступил к судебным приставам. Именно с ними и намеревалась решить вопрос женщина.,Женщина не вернула деньги.",1
148,"Он, пользуясь своими служебными возможностями, решил улучшить материальное положение.,Он улучшил свое материальное положение.",1
149,"Он расскажет, как встречался с королевой. Обман, конечно, выяснится, но... Но в него никто не поверит. Толпа обожает верить подлым слухам.,Он встречался с королевой.",2
150,"Я в институт вступал на треть века раньше и тоже боялся, что не примут. Но не из-за отсутствия комсомольского билета — билет у меня был (и это вполне соответствовало моим убеждениям). Я опасался, что меня не примут из-за моего еврейства.,Меня не примут из-за моего еврейства.",1
151,"Он почему-то не сомневался в своей вине. Не сомневался, что задел именно он, а не его. Всегда, если что, почему-то чувствовал себя виноватым.,Он виноват.",1
152,"Новые власти прекрасно понимают, что туризм - важнейшая отрасль нашей экономики.,Туризм - важнейшая отрасль нашей экономики.",1
153,"Поздравляю игроков, тренерский штаб сборной и всех любителей футбола. Этот успех лишний раз доказывает, что у нас хватает талантливых футболистов и тренеров. Но нужно дать им возможность реализовать свой потенциал"", - сказал он в среду.,У нас хватает талантливых футболистов и тренеров.",0
154,"Итоги проверки государственного строительного надзора, проведенной в конце декабря прошлого года, показали, что вторую очередь ТРЦ «Галактика» в Барнауле строили с нарушениями.,ТРЦ «Галактика» в Барнауле строили с нарушениями.",0
155,"По ней почему-то вились брошенные листы бумаги. Она по-прежнему была уверена, что никто не погибнет, но понимала, что, если тратить время попусту, можно и не успеть. Если Господь заботится о тебе, его внимание нужно ценить и не следует его без нужды испытывать.,Никто не погибнет.",1
156,"Благодаря оперативной работе пожарных удалось быстро локализовать огонь и не допустить возгорания соседних квартир. Всех жителей дома оперативно эвакуировали, некоторые из них не успели взять с собой документы, - прокомментировали страшное происшествие в Аварийно-спасательной службы республики. Судя по фотографиям, взрывная волна разрушила внутренние стены внутри квартиры, выбила окна и двери.,Взрывная волна разрушила внутренние стены внутри квартиры, выбила окна и двери.",0
157,"И вот сейчас у них идет избирательная кампания. Скоро выборы. Слышал о выборах?,Будут выборы",1
158,"Я уже бросил техникум, в мае в армию, я отдыхаю и бываю у него почти каждый день. Прихожу в одной рубашке. Помню, меня, пьяного, посылают за водкой.,Меня, пьяного, посылали за водкой.",0
159,"Тюменская кондитерская решила провести благотворительную акцию.,Тюменские кондитеры проведут благотворительную акцию.",0
160,"И хотя мальчик чуть ли не каждое лето ездил с отцом на девственный запад страны, где с подростковой страстью копался в земле в поисках кельтских черепков, он раз и навсегда взял сторону матери. Родители, впрочем, почти никогда не ссорились, просто каждый жил своей жизнью - залог счастливого брачного союза. Скажет же со временем их младший сын: “Самая прочная основа для брака - взаимное непонимание”.,Самая прочная основа для брака - взаимное непонимание.",0
161,"Ее попросту выпустили на волю"", - сказал Гладких. Для любителей искупаться в водохранилище экзотическая рыба не представляла никакой опасности. ""Эти хищники опасны для человека только в том случае, когда они собираются в стаю"", - сказал Гладких.,Эти хищники опасны для человека только в том случае, когда они собираются в стаю.",1
162,"Согласись — рановато. (Улыбка.) То есть думаю о женитьбе, но только в перспективе, без конкретного кандидата.,Рановато.",2
163,"Женщина, напавшая на самого близкого человека, была пьяна. Оперативники задержали ее и доставили в отдел полиции. Женщина признала свою вину.,Женщина была виновата.",0
164,"Я говорю ей: “Пойми! Ведь ты превратишься в животное!”. Я говорю ей: “Мир начинается у её порога.,Мир начинается у твоего порога.",2
165,"К счастью, в обоих случаях пожар замечали соседи, и огонь тушили. Дело рассматривалось в особом порядке. Подсудимый полностью признал свою вину.,Подсудимый был виноват.",0
166,"Как сказал он на пресс-конференции в четверг, так как не удалось запустить существующую систему пожаротушения, воду подавали через водные помпы высокого давления с нулевого уровня.,Воду подавали через водные помпы высокого давления с нулевого уровня.",0
167,"Давайте просто постараемся — и найдем все, что “потерялось” в вашем хозяйстве. Как вы смотрите на такое предложение? Чушь собачья, хотел сказать Тайга.,Такое предложение – чушь собачья.",1
168,"Я отказался от золота. Он привязан в саду. Ну пойдем, пожалуйста, я не думаю, что у нас много времени.,У нас много времени.",2
169,"Их очень много, особенно тех, что относятся к ""глухим"" шестидесятым. В одних — записи о прочитанных книгах, в других — анализ истории страны и истории революции, в третьих — записи бесед с разными людьми. Он одновременно подготавливал себя и к роману о ""сером доме"" (Доме на набережной), где прошло его детство, а это требовало размышлений (надо было понять — причины того, что произошло в тридцать седьмом году), и к роману о революции.,У того, что произошло в тридцать седьмом году, были причины.",0
170,"Потом выпивает и закусывает шоколадной конфетой. - Коньяк, правда, гадость, - говорю я и достаю из внутреннего кармана бутылку водки. Он не слышит иронии в моих словах.,Коньяк - гадость.",0
171,"Как рассказали «Комсомольской правде» в пресс-службе прокуратуры Псковской области, мужчин признали виновными по трём статьям: неправомерному доступу к охраняемой законом компьютерной информации, сборе сведений, которые являются банковской тайной, и крупной краже.,Мужчины были виновны по трём статьям: неправомерному доступу к охраняемой законом компьютерной информации, сборе сведений, которые являются банковской тайной, и крупной краже.",0
172,"Столичные власти признали эксперимент с установкой разделительных бордюров на выделенных полосах успешным и планируют их массовое внедрение.,эксперимент с установкой разделительных бордюров на выделенных полосах был успешным.",0
173,"В полицию позвонили жители из деревни Белое – сказали, что видели машину с номерами другого региона и снегоход.,Жители деревни Белое видели машину с номерами другого региона и снегоход.",0
174,"Поскольку ветеринарное свидетельство признано не действительным, такую продукцию допускать на прилавки или в переработку нельзя.,Ветеринарное свидетельство не действительно, и такую продукцию допускать на прилавки или в переработку нельзя.",1
175,"Это запись с камеры мобильного телефона: водитель и его спутница решили похвастаться своими подвигами.,Водитель и его спутница похвастались своими подвигами.",0
176,"Он только начинал увлекаться кинематографом. Два раза он брал меня с собой в Институт. <...> Я забыл, как он назывался.,Я знаю название института.",2
177,"По данным издания, такое решение принято из соображений предотвращения возможного вреда международным отношениям.,Возможный вред международным отношениям предотвращен.",1
178,"Ведь во сне он ее не видел. Ни разу. И когда он понял, что никогда не будет мамы, что не сказать ей о любви, не показать неба, одиночество сдавило, не давая дышать.,Никогда не будет мамы.",0
179,"Сейчас, по его словам, тот самый момент, чтобы решить жилищную проблему - впервые ""с царских времен"".,Жилищная проблема осталась ""с царских времен"".",0
180,"Произошла кража, прямо с полки исчезли две бутылки дорогостоящего алкоголя. Кто и как смог незаметно вынести товар стоимостью более тысячи рублей? Задача поначалу казалась сложной.,Задача была сложной.",2
181,"Злоумышленники знали, что учреждение в настоящее время не действует и не охраняется, поэтому свободно вынесли украденное, погрузили в автомобиль и скрылись. Сотрудники учреждения в тот же день обратились в полицию. Сотрудники отделения полиции села Петровское установили подозреваемого и задержали его.,Учреждение в настоящее время не действует и не охраняется.",2
182,"В одной из квартир проживает жилец, который периодически высказывал мысль о суициде. Неоднократно открывал газовые горелки. Видимо, он произвел эту манипуляцию"", - сказал глава управления.,Он произвел эту манипуляцию.",1
183,"– Очень жаль, – вежливо скажу я и пойду назад в лес. Я буду идти по дороге и смотреть, как на близлежащих дачах зажигается свет, потом я вернусь в свой блиндаж, лягу на топчан и всю ночь буду слушать, потому что все равно ничего другого я делать не умею. Сначала я немного послушаю, как на высоком дереве, которое растет рядом с блиндажом, спит птица, потом я услышу, как большое облако на северо-западе ночного неба что-то говорит маленькому облаку на востоке уже почти что утреннего неба, язык облаков довольно сложный, я не всё пойму из их разговора, а потом начнут кричать Ракеты на Речном вокзале, их будут резать на металлолом, и они будут жалобно кричать, и это будет невыносимо.,Большое облако на северо-западе ночного неба что-то говорит маленькому облаку на востоке уже почти что утреннего неба.",2
184,"Ведь если у вас сложный проект, где много конфликтующих сторон и проблем, то всегда нужен кто-то, кто может и умеет охватить все это целиком и соединить различные элементы в нечто единое — в здание или же в общественное пространство. И это способен сделать только архитектор. Поэтому я думаю, что у нашей профессии есть будущее.,У нашей профессии есть будущее.",1
185,"Сначала он пил из бравады. Затем из ожесточения. Он чувствовал, что ему нужно поставить точку.,Ему нужно поставить точку.",2
186,"– В лес пойдем, – сказал первый солдат. – А на хрена нам в лес? – сказал другой солдат.,Солдаты пошли в лес.",2
187,"Мужчина пытался сбежать с места и даже кинулся на сотрудников полиции с желанием помахать кулаками. Агрессивного нарушителя скрутили, посадили в машину и отвезли в ближайший участок. Проверка на трезвость показала, что водитель был в состоянии алкогольного опьянения.,Водитель был в состоянии алкогольного опьянения.",2
188,"Фамилии отправителей тоже совпадают, только имена разные. Какие-то письма запечатаны в конверты, какие-то оформлены на обычном листе. Ребята украсили свои послания аппликацией, собственными рисунками, узорами. Думаю, Дедушке Морозу понравится.,, Дедушке Морозу понравятся письма ребят.",1
189,"Уверена, что ты не запомнил тот день. Я уже заметила, что мы запоминаем совсем разное. В тот день я решила уйти от тебя.,Мы запоминаем совсем разное.",1
190,"Если же подводить итоги работы состава партии, который избирался пять лет назад, то, на мой взгляд, главное достижение - рост доверия людей к Партии. Недавние выборы в Государственную Думу только подтвердили это. Все понимают, что время сейчас непростое: ситуация в экономике, в международной политике сложная.,Время сейчас непростое: ситуация в экономике, в международной политике сложная.",0
191,"После того как мой отряд был переведен в новое здание, мы зажили своей, несколько обособленной жизнью. Нашим мучением были полы. Кто бы из администрации ни приходил, все говорили, что пол грязный.,Пол грязный.",1
192,"Подъехали и привели меня в себя! - пишет благодарный Роман. - А потом ушли к своей машине и уехали». Автор поста пишет, что он и его друзья хотели бы от всей души отблагодарить этих людей за отважный и правильный поступок и просит их откликнуться, потому что чувствует себя в долгу.,Роман в долгу перед этими людьми.",1
193,"— Нисколько. — Ты же на неделю приехала. И я думала, уговорю тебя, останешься на две, а в середине месяца поедешь с нами на море.,Уговорю тебя остаться на две недели, а в середине месяца поедешь с нами на море.",0
194,"В Ижевском зоопарке сегодня настоящий ажиотаж. Люди идут целыми семьями, берут с собой друзей. А когда видишь фото невероятной толпы, которая собралась у входа, понимаешь, что там действительно очень много народу.,В Ижевском зоопарке сегодня действительно очень много народу.",0
195,"О случившемся в полицию сообщили коллеги потерпевшего, которые обеспокоились тем, что после новогодних праздников мужчина не вышел на работу. В настоящее время по уголовному делу проводятся следственные действия, направленные на установление всех обстоятельств произошедшего. Подозреваемый задержан.,После новогодних праздников мужчина не вышел на работу.",0
196,"Всё бегом, всё жадно, всё с лапшою на шее... – Он нас оскорбляет!.. – снова не выдержал тот же самый голос, который обозвал подсудимого сумасшедшим. Камера показала: это был вскочивший лысый с малиновыми ушами, надо полагать – директор банка.,Это был директор банка.",1
197,"В этот миг слышит человек Голос. И осознает Логос. И верит, что можно устоять один на один с Истиной.,Можно устоять один на один с Истиной.",1
198,"Вообще в последнее время я всё больше склоняюсь к мысли, что люди, заглядывающие в меня, руководствуются чувством, имеющим много общего со старческим маразмом бабушки. Но про юнцов этого не скажешь. Хотя не понимаю, как это можно променять меня на порнографические журналы.,Можно променять меня на порнографические журналы",2
199,"Впервые в истории медицины пациенты провели всеобщее собрание и выдвинули политические требования. Речь шла о самоорганизации пациентов и критике авторитарного характера отношений между врачами и больными. Врачей большинством голосов решили на собрание не пускать.,Врачей на собрание не пустили.",0
200,"– Так-то лучше, – скажет император такой-то. – Вот и возвращайся к ней. – Но я и вас всех люблю, – скажу я.,Я и вас всех люблю.",0
201,"Он ей рисунки свои носил, а она исправляла. Все ему исправляла. И критиковала за ставни закрытые, говорила — окно, чтоб смотреть на мир.,Окно, чтоб смотреть на мир.",1
202,"Нижегородские предприятия приняли участие в общероссийском конкурсе в области качества.,Нижегородские предприятия участвовали в общероссийском конкурсе в области качества.",0
203,"""Воробьев назначен главным редактором радиостанции"", - сказал собеседник агентства.,Воробьев – главный редактор радиостанции.",0
204,"Даже если таковой найдется среди нас, здесь, то я все равно не поверю, что он этого не понимает. Это, как говорится, прописные истины, и потому все мы это прекрасно понимаем. Если говорить о себе лично, то я почему-то почти уверен, что все мы по этому поводу думаем одинаково, — иначе я просто засомневался бы, есть ли в этом мире хоть что-нибудь такое, что мы в нем понимаем.,Есть в этом мире хоть что-нибудь такое, что мы в нем понимаем.",0
205,"Иные думают — что человеку, превзошедшему науки и знания, дерзнувшему стартовать в Космос, что ему Бог? А я говорю: Он — Бог современности, Бог превзошедших и знающих, Бог безумных и дерзких, истинный Бог ваш, и имя ему Легион.,Человеку, превзошедшему науки и знания, дерзнувшему стартовать в Космос, Бог – ничто.",0
206,"Идеальная теплоизоляция. Малый вес. Кроме всего прочего, как я уже сказал, не горит.,Не горит.",0
207,"Студентки и аспирантки вузов края, носящие это имя, могут принять в нем участие.,Студентки и аспирантки вузов края участвуют в соревновании.",1
208,"Тем не менее часть — не целое. И если эта часть живет воспоминаниями о своем минувшем величии, это приводит к все углубляющемуся упадку... Однако сейчас мне почему-то более актуальными кажутся не эти мои мысли, впервые высказанные в день горбачевской отставки, а то, что я писал после августовского путча и провозглашения украинской независимости. Моя позиция могла показаться маргинальной и странной, но я и по сей день уверен, что был прав.,Я был прав.",1
209,"Мы все понимаем, что затягивание принятия этого решения произошло из-за того, что мои политические оппоненты по максимуму оттянули мое вступление в должность.,Принятие решения затянулось, потому что мои политические оппоненты по максимуму оттянули мое вступление в должность.",0
210,"Даже если таковой найдется среди нас, здесь, то я все равно не поверю, что он этого не понимает. Это, как говорится, прописные истины, и потому все мы это прекрасно понимаем. Если говорить о себе лично, то я почему-то почти уверен, что все мы по этому поводу думаем одинаково, — иначе я просто засомневался бы, есть ли в этом мире хоть что-нибудь такое, что мы в нем понимаем.,Это прописные истины.",1
