,sentence,label
824,"""""""Будем участвовать в выборах (главы Химок - ИФ). Мы уже часть документов собрали, через несколько дней подадим на регистрацию и будем собирать подписи"""", - заявил он """"Интерфаксу"""" в понедельник. По его словам, у него есть несколько идей для предвыборной кампании: """"Например, все посты в правительстве будут занимать немцы, потому что наши чиновники все воруют""""."",Предстоят выборы главы республики.",1
825,"""""""Соответственно, если мы идем под Москву, в московское подчинение, нам сказали, что у нас не будет общежития. А так как в Гнесинку стремятся со всей России, то приезжим просто негде будет жить"""", - заключил Михаил. Он, как и все мои респонденты, очень молод, но, судя по всему, принимать взрослые решения пришлось даже самым юным ученикам колледжа, если это вообще можно назвать решением, поскольку выбора у них как такового не было."",Гнесинка отдаст общежитие в региональное подчинение.",1
826,"Заметив приближающийся грузовой поезд, он залез на снежную насыпь на обочине, но поскользнулся и был смертельно травмирован железнодорожным вагоном.,Пострадавший попал под поезд.",0
827,"""Рыбаченко уехала из России еще летом 2012 года и в настоящее время живет в Эстонии, где намерена закончить университет. Как заявила Рыбаченко, ее отчислили после того, как в вуз пришли следователи. """"Я пытаюсь закончить образование, потому что четыре года я отучилась, и мне оставался один год, чтобы получить диплом""""."",Рыбаченко отчислили из университета.",0
828,"Преступная группа, осужденная этим летом, смогла вывести из Фонда более миллиарда рублей. 4 августа суд приговорил фигурантов данного дела к срокам от трех до шести с половиной лет лишения свободы. Процесс проходил в особом порядке, поскольку все подсудимые признали свою вину.,Все подсудимые признали себя виновными.",0
829,"По предварительным данным, водитель иномарки не справился с управлением и вылетел на встречную полосу.,Произошло ДТП.",0
830,"""""""Я тоже хотел продолжения. Но правила есть правила"""", - заявил Кличко-старший на пресс-конференции после боя, состоявшегося ночью в воскресенье в Москве. """"Рад, что отстоял титул, но, к сожалению, не так, как хотелось бы""""."",Правила помешали Кличко насладиться продолжением.",0
831,"Местные власти были вынуждены обратиться к жителям с опровержением информации, которую начали распространять в листовках.,Местные власти подтвердили информацию.",1
832,"В отделение полиции обратился пациент больницы. Он объяснил, что вышел на несколько минут, а когда вернулся, не обнаружил в палате планшет и своего соседа. Как оказалось, пока мужчины не было, другой больной забрал планшет, связал несколько простыней и по ним сбежал через окно.,У больного украли планшет.",0
833,"К спасательной операции подключились силы Национальной гвардии США и дополнительные полицейские подразделения. На грузовиках они подвезли провиант и воду в районы у восточных склонов Скалистых гор, которые в данный момент оказались полностью блокированы в результате разлива рек. Работы осложняются, так как многие дороги оказались непроходимы из-за оползней, спровоцированных разливом воды.,Районы восточных склонов Скалистых гор блокированы наводнением.",0
834,"""Этот неожиданный для всех, кто знает творчество Виктора Косаковского, фильм продолжает в чем-то идею и настроение его бедняцкой картины """"Тише!"""" Только """"Тише!"""" он снимал из окна собственной квартиры, потому что на нормальный фильм денег не было."",""Косаковский снял """"Тише!"""" из самолета.""",1
835,"""""""Немцова повезли в его дом, где уже полчаса идет обыск"""", - сказал """"Интерфаксу"""" адвокат оппозиционера Вадим Прохоров. Немцов явился на допрос около полутора часов назад. Накануне следователям не удалось попасть к оппозиционеру домой, поскольку его самого там не было."",Немцов поехал на обыск, а потом приехал на допрос.",1
836,"О произошедшем правоохранителям сообщил 40-летний хозяин машины. В содеянном полицейские заподозрили 35-летнего местного жителя. Однако задержать его не удалось, потому что мужчина скрылся.,Подозреваемому пятнадцать лет.",1
837,"""О какой именно авиабазе идет речь, собеседник агентства не уточнил. Между тем посольство РФ в Кабуле не располагает информацией о том, что опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным. Пресс-атташе российской дипмиссии Степан Аникеев заявил, что посольство не намерено самостоятельно обращаться к афганским властям или командованию МССБ за разъяснениями относительно этого инцидента. """"Мы точно не будем этого делать, потому что это — частная компания, и это ее дело""""."",Военный самолет опасно сблизился с боевым вертолетом.",1
838,"У женщины, которая почти два года терпела побои и унижения, сдали нервы.,Женщину били и унижали два года.",0
839,"""""""На требование остановиться водитель иномарки не отреагировал, а наоборот, увеличил скорость, поочередно задев две машины и чуть не сбив женщину с ребенком, переходивших дорогу"""", - сказал представитель пресс-службы. Инспекторы ГИБДД начали преследование, пытаясь прижать автомобиль к обочине, однако его водитель ударил патрульную машину. Сотрудники полиции приняли решение о применении оружия для остановки автомобиля, создававшего большую опасность для окружающих, однако сначала не смогли этого сделать, так как вокруг находились жилые дома, большое количество автомобилей на дороге и пешеходов на улице."",Большое количество автомобилей на дороге и пешеходов на улице не позволило полицейским стрелять в преследуемую иномарку.",0
840,"Янтарь у нас все равно любыми способами и с ухищрениями страшными перемещают. То его в колесо запасное засовывают, то еще куда-нибудь. Бывает, берем мы, бывает – поляки, потому что они тоже работают против этого.,Наш янтарь вывозят открыто.",1
841,"Эта русская поговорка как никакая другая отражает историю, в которую влипли два подельника.,Два подельника попали в поговорку.",1
842,"Безусловно, контроль нужен, потому что не существует ни одной возможности это предотвратить.,Что нельзя предотвратить совсем, то нужно контролировать.",0
843,"Темы, которые сегодня активно обсуждают делегаты съезда - «Экономика роста и благосостояния», «Здоровое будущее», «Социальная политика», «Умная сила и культурное лидерство», «Качество государства», «Аграрная сверхдержава», «Быть хозяином в собственном доме». Делегаты из Пензенской области работают на всех площадках. Им есть что сказать по каждой из обозначенных на съезде тем, поскольку среди них есть врачи, учителя, общественные деятели и политики со стажем.,Делегаты из Пензенской области обсуждают все темы на закрытых площадках.",1
844,"Концерт стал знаменателен и тем, что во время выступления певица презентовала свой новый альбом.,У певицы отменяется следующий концерт.",1
845,"Все контракты заключены, на стройплощадках ведется работа, на некоторых круглосуточная. Думаю, что граждан расселим всех в срок. Хочется извиниться за то, что вышел год просрочки.,Работа на стройплощадках замерла.",1
846,"Необходимо разработать пакет поправок, так как в законе есть многочисленные пробелы и коллизии.,Закону требуются поправки.",0
847,"""Проректор ВГУ по инновационной деятельности и коммерциализации технологий Татьяна Давыденко покинула занимаемый ею пост. Информацию подтвердили в пресс-службе вуза. Однако причину ухода прокомментировать не смогли, так как это """"конфиденциальная информация""""."",Проректор ВГУ покинула пост по конфиденциальным причинам.",0
848,"""Фото с места трагедии. - Его обнаружил мой сын, когда возвращался домой из магазина, - рассказал """"Комсомольской правде""""-Саратов очевидец ЧП. - Видимо, все произошло очень быстро, потому что по пути из дома никого на улице было."",Произошла трагедия, но не ЧП.",1
849,"Спустя некоторое время о случившемся узнал хозяин дома. В полицию он заявлять не стал. Несмотря на то, что с момента происшествия прошло достаточно времени, полицейские установили и задержали подозреваемого.,С момента происшествия прошло немало времени.",0
850,"Управление Федеральной почтовой связи Калининградской области выплатило клиентке денежный перевод, который работник одного из отделений украл, подделав подпись женщины в документе.,Почта изъяла у клиентки украденные деньги.",1
851,"Теперь следователям предстоит восстановить полную картину случившегося. Решается вопрос о назначении и проведении необходимых экспертиз. Должностных лиц, чьи действия или бездействие стали причиной трагедии, привлекут к ответственности.,Трагедии не случилось.",1
852,"Мужчины знали, что у бизнесмена всегда при себе имеются деньги.,У бизнесмена при себе всегда имеются деньги и драгоценности.",1
853,"""По его словам, в ней примет участие порядка 150 человек. """"Бюрократы не хотят прислушиваться к мнению общественности, которая выступает против уничтожения училища им. Гнесиных. Мы потребуем публично встретиться с нами в рамках """"круглого стола"""", чтобы разъяснить студентам и педагогам причины этого решения, потому что плюсов никто из них не видит, видят только минусы"""", - сказал Хромов."",Общественность выступает против уничтожения училища им. Гнесиных.",0
854,"Но согласно постановления Верховного Совета СССР еще от ноября 1990 года, женщины на селе должны работать лишь 36 часов в неделю. Добровольно ей платить компенсацию за переработку отказались. Суд встал на сторону обиженной сотрудницы, но частично, так как были пропущены сроки обращения.,Женщина на селе переработала.",0
855,"""Он добавил, что поскольку письмо было оформлено с нарушениями, оно отправлено заявителю для устранения """"недостатков""""."",Письмо было оформлено с нарушениями.",0
856,"""17:50. В толпе машут букетиками белых цветов. 17:48. Теперь из кузова фургона выступает Андрей Нечаев, защитник Белого дома и министр в кабинете Егора Гайдара. """"Мы сами отдали свободу, потому что расслабились"""", - признает он."",У Андрея Нечаева был букет из белых цветов.",1
857,"""""""Воздушные шары символизируют открытость и честность выборов, а их количество равно числу ТИКов в республике"""", - пояснил агентству поднесший спичку к чучелу, облив его перед этим жидкостью для разведения костров, правозащитник Эдвард Мурзин. Участники митинга, организованного одним из лидеров общественного движения """"Голос Уфы"""" Андреем Андреевым, прошли колонной с речевками и знаменами несколько кварталов к площади перед Русским драмтеатром. Полиция не перекрывала движение автотранспорта, поскольку колонна участников акции двигалась только по тротуарам."",Правозащитник поджег чучело.",0
858,"Он рассказал о том, как изменятся тарифы по сбору, вывозу и утилизации коммунальных отходов на территории округа.,Тарифы меняются.",0
859,"""Такое было в практике бывшего Советского Союза и ничего предосудительного я здесь не вижу, если мы не хотим довести это дело до конфликтов"""", - заявил глава правительства. О соперниках на выборах: Путин указал, что бизнесмен Михаил Прохоров - последовательный человек, и, выдвигая свою кандидатуру на президентские выборы, он действует в рамках закона. """"Не хочу сказать, что желаю ему успеха, потому что я тоже собираюсь выдвигать свою кандидатуру, но уверен, что это будет достойный, сильный конкурент"""", - заявил премьер в ходе """"прямой линии""""."",Путин желает успеха Михаилу Прохорову.",1
860,"Внутри помещение имеет эксклюзивный дизайн. На ценных породах дерева вырезаны русалки, корабли, космос. Добавляют антураж и скелеты с открытой пастью, которые, кажется, вот-вот нападут.,Скелеты добавляют дизайна.",1
861,"""Парламентское большинство не считает необходимым проводить специальное расследование в Госдуме в связи с ситуацией вокруг помощника депутата-эсера Ильи Пономарева - Леонида Развозжаева, который утверждает, что в отношении него применялись пытки после задержания. """"В нашей стране есть орган - Генеральная прокуратура, которая занимается подобными расследованиями"""", - сказал журналистам в среду руководитель фракции """"Единая Россия"""" в Госдуме Андрей Воробьев. По его словам, парламентское большинство не будет инициировать такого рода расследование, так как считает, что соответствующие ведомства в состоянии сами ответить на все вопросы, возникающие вокруг данной ситуации и дать исчерпывающую информацию."",""Руководитель фракции """"Единая Россия"""" сказал, что парламентское большинство не будет инициировать расследование насчет предполагаемых пыток помощника депутата после задержания.""",0
862,"Напомним, в каждой колонии работает комната краткосрочных и длительных свиданий с осужденными. На полках библиотек можно найти художественные произведения, правовую литературу, региональную периодическую печать. - С целью создания более комфортных условий для посетителей мы сделали библиотеки, где каждый с пользой для себя мог бы провести время ожидания.,В библиотеки колоний не попадают региональные газеты.",1
863,"Он хотел купить через интернет лодочный мотор, а попался на аферистов.,Он купил через интернет аферистов.",1
864,"""Девушка в первом часу ночи ушла из дома по улице Кошурникова, и с тех пор о ней ничего неизвестно. - Приметы пропавшей сибирячке: рост 165 см., глаза карие, короткие темные волосы, носит очки, - сообщили в поисковом отряде """"Маяк"""". - Она нуждается в медицинской помощи, так как ей нужно принимать лекарства, а они были обнаружены вместе с одеждой на мосту."",Девушка пропала.",0
865,"Как рассказали «Комсомольской правде» в пресс-службе регионально прокуратуры, мужчину подозревают в хищении крупной суммы денег.,Мужчину подозревают в отравительстве.",1
866,"""Но не одновременно. По ночам он участвует в пятиминутных ограблениях, строго ограничиваясь именно этим временем, не задерживаясь нигде и ни при каких условиях, не трогая деньги, и не соблюдая """"пацанские кодексы чести"""". Только потому что это его работа, а на такой работе он не дружит."",Он - участник ограблений.",0
867,"В управлении пояснили, что рассмотрение дела отложено, так как комиссия антимонопольного органа запросила у сторон дополнительные документы по делу.,Рассмотрение дела отложено.",0
868,"""""""Это очень важно, что тысячи людей сейчас заявляют о своем желании быть наблюдателями. Это значит, что процесс наблюдения будет вестись не только Советом Европы, БДИПЧ. Это важно, потому что они нам помогут"""", - сказал он."",Совет Европы будет наблюдать.",0
869,"С 1 февраля 2017 года в многофункциональных центрах можно будет получить общегражданские паспорта, автомобильные права и загранпаспорта старого образца. В скором времени в МФЦ планируется начать выдавать и загранпаспорта нового образца. Нововведение должно значительно упростить жизнь россиян, так как теперь не придется отстаивать длинные очереди или по нескольку дней ждать своей записи.,Длинные очереди останутся в прошлом.",0
870,"Техника была наготове, но приступить к расчистке дороги она не могла из-за скопившегося на ней транспорта. Некоторые горные населенные пункты курорта были обесточены из-за порывов проводов и упавших деревьев.,Дело было на курорте.",0
871,"Он отметил, что благоприятная ситуация складывается, потому что быстро срабатывают аварийные бригады, создан необходимый запас резервной техники и топлива.,Необходимый запас резервной техники и топлива уже создан.",0
872,"""""""По словам самих родителей, им угрожали, оказывали психологическое давление, заранее обвиняя меня во всей этой мерзости для того, чтобы мамы написали заявления, что они и сделали. Многие женщины поддались эмоциям и рассказали всё в педофильском свете, и теперь они, поняв, что их обманули, не знают как поступить. Потому что им угрожают за дачу ложных показаний дать срок"""", - написал он."",Он не стал писать о том, что рассказали родители.",1
873,"Воспользовавшись этим, он совершил кражу телефона. Сумма ущерба составила более шести тысяч рублей. Мужчину задержали, телефон изъяли.,Вор был задержан.",0
874,"Врачи пытались спасти потерпевшего, но он умер в больнице. Сейчас подозреваемый задержан. Ведутся следственные действия.,Потерпевший умер, не приходя в сознание.",1
875,"Мужчины распивали алкоголь и вдруг поругались. Словами дело не ограничилось. Один из собутыльников схватил кухонный нож и ударил своего соперника. После этого, как ни в чем не бывало он просто ушел из помещения.,Мужчины поругались в процессе работы.",1
876,"Свою вину он признал и объяснил такой поступок тем, что работники церкви не пустили его на молитву. Тогда он решил привлечь к себе внимание. В момент совершения поджога храм был закрыт, поэтому никто не пострадал – нанесен только материальный ущерб.,Работники церкви пригласили его.",1
877,"Во время праздничной церемонии в муниципалитете он заявил, что главными задачи для него является максимальное использование всех возможностей в области предпринимательства и экономического развития.,Праздничная церемония проходила в муниципалитете.",0
878,"Выяснилось, что женщина ехала в такси вместе со своим новым знакомым. По дороге между ними произошел конфликт. Мужчина, воспользовавшись моментом, когда машина остановится на светофоре, схватил сумку женщины и сбежал из автомобиля.,Мужчина ехал в такси с женской сумкой.",1
879,"""По данным полиции, на расчетный счет этих организаций было перечислено около 93,3 млн рублей, """"однако реального участия в страховом и инженерном обеспечении строительства объектов подрядчики не принимали, так как предусмотренные контрактами услуги ранее были выполнены другими фирмами"""". "",Подрядчики получили миллионы за работы, выполненные другими компаниями.",0
880,"Его обвиняют в получении взятки и служебном подлоге. По версии следствия, налоговик вносил заведомо ложные сведения в протоколы против индивидуальных предпринимателей. По четырем фактам, когда составлялись фиктивные протоколы, уже расследует уголовное дело.,Налоговик, несомненно, совершил подлог.",1
881,"""""""Мы добились достаточно серьезных уступок со стороны ВТО. Это касается и размеров среднего тарифа, и сроков, которые даются нашей стране по наиболее чувствительным направлениям, в течение которых мы будем готовить свою промышленность, сельское хозяйство, а соответствующие нормативы ВТО не будут распространяться на нас"""", - сказал Д.Медведев, отвечая в Госдуме на вопрос, готов ли он поддержать отложение ратификации соглашения с ВТО на год."",ВТО настояла на своем.",1
882,"После этого мужчина развернулся и поспешно покинул здание вокзала. Стражам порядка такое поведение показалось подозрительным, и они задержали мужчину. При личном досмотре, выяснилось, что у него в нагрудном кармане лежат семь патронов.,Мужчина поспешил покинуть вокзал.",0
883,"""Избранный президент США Дональд Трамп пошутил о том, что не боится плохой погоды во время инаугурации, так как дождь докажет всем, что он не носит парик. На приеме в Вашингтоне Трамп сказал, что дождь может пойти, но ему все равно. """"Если на самом деле начнется дождь, это хорошо, потому что люди поймут, что это мои настоящие волосы""""."",Трамп пошутил.",0
884,"""Владимир Путин прокомментировал дело Pussy Riot в специальном выпуске программы НТВ """"Центральное телевидение"""", посвященном 60-летию главы государства. """"На самом деле правильно, что их арестовали, и правильно сделали, что суд у нас такое решение принял. Потому что нельзя подрывать основы морали, нравственности, разрушать страну"""" - сказал юбиляр."",Pussy Riot разрушили страну.",1
885,"Он был уверен, что в процессе был допущен ряд процедурных нарушений.,Он был уверен в процессе.",1
886,"26 июня прошлого года обвиняемый вломился в дом к 59-летнему соседу в селе Виняево Арзамасского района и жестоко избил его до полусмерти. Мужчина не смог оправиться от травм и через месяц скончался в больнице. В октябре злоумышленник был задержан. Он признал свою вину лишь частично и рассказал, что конфликт с соседом произошел из-за щенка.,Обвиняемый до полусмерти избил соседа из-за щенка.",0
887,"По данным внешнеполитического ведомства, гражданка нашей республики, получившая ранение, находится в больнице - ее жизни ничего не угрожает.,Гражданка убита.",1
888,"Князь и великий магистр Мальтийского ордена Мэтью Фестинг уходит со своего поста. Информацию об этом подтвердили в католическом объединении. В Ордене пояснили, что его отставка — неординарное событие, поскольку обычно лидер избирается на пожизненный срок.,Магистр Мальтийского ордена смещен со своего поста.",1
889,"Прибывшие полицейские обнаружили, что неизвестный почти не оставил следов своего пребывания в доме.,Неизвестный не оставил следов своего пребывания в доме.",1
890,"Выступает адвокат Марии Алехиной Николай Полозов.,Слово предоставлено адвокату Николаю Полозову.",0
891,"Женщине он заявил, что якобы с ней хотели расправиться некие криминальные авторитеты, но он решил с ними все вопросы. За это просил вознаграждение. Женщина обратилась в полицию, и сотрудники уголовного розыска установили личность вымогателя.,С женщиной хотели расправиться некие криминальные авторитеты.",1
892,"Водителю отомстили моментально. Мусорными пакетами закидали крышу, капот авто, а также повесили один мешок на дворник, расположенной на заднем стекле. И, надо сказать, пользователи поддержали тех, кто наказал водителя.,Водитель повесил мусорный мешок на дворник.",1
893,"""""""Но честно, объективно и по решению суда"""", - заявил Бастрыкин в интервью """"Интерфаксу"""". Отвечая на вопрос об обысках и вызове на допрос лидеров оппозиции, глава СКР подчеркнул, что они пока находятся в статусе свидетелей. """"Это совершенно нормальное состояние, потому что мы не имеем достаточных доказательств, чтобы перевести их хотя бы в статус подозреваемого либо обвиняемого""""."",Как только появляются доказательства, свидетелей переводят в статус подозреваемых или обвиняемых.",0
894,"Женщина спускалась по бетонной лестнице, когда поскользнулась и упала. Накануне в районе прошел ливень, ступени стали скользкими, а медицинское учреждение - утверждают в прокуратуре - не устранило опасность. Районный суд встал на сторону больницы, но прокурор оспорил решение.,Женщина судится против больницы.",0
895,"Поскольку ветеринарное свидетельство признано не действительным, такую продукцию допускать на прилавки или в переработку нельзя.,Эта продукция безвредна.",1
896,"""Верзилов отметил, что его жена в целом удовлетворительно оценивает условия, в которых сейчас находится. """"Она говорит, что достаточно мало видела, поскольку больница большая, но в целом она удовлетворена отношением сотрудников, наличием нормального оборудования""""."",Жена Верзилова построила больницу.",1
897,"В документах было указанно, что в контейнере находится пряжа.,В контейнере и правда находилась именно пряжа.",1
898,"""Как сообщила """"Интерфаксу"""" пресс-секретарь Замоскворецкого суда Евгения Пазухина, судья удовлетворила ходатайство прокуратуры о продлении срока содержания под стражей до декабря 10 подсудимых. Также Никишина продлила до декабря срок домашнего ареста обвиняемой Александре Духаниной и срок нахождения под подпиской о невыезде активистки Марии Бароновой. Прокурор в суде настаивал на продлении мер пресечения, так как """"подсудимые могут скрыться и оказать давление на свидетелей""""."",Пятеро подсудимых выйдут на свободу до декабря.",1
899,"""""""Еще в четверг, 25 октября Леонид лично написал заявление в СКР с требованием возбудить дело по ст.126 (похищение) УК РФ. Я находился вместе с ним в изоляторе, и могу однозначно это подтвердить"""", - сказал Фейгин. По его словам, он передал заявление сотрудникам СИЗО, так как выносить какие-либо документы из изолятора запрещено."",Фейгин рассказал о просьбе Леонида возбудить дело о похищении.",0
900,"Мероприятие проведут работники дирекций государственных лесничеств и природных резерватов, а также охотники, представители неправительственных организаций, жители, неравнодушные к вопросам популяции и охраны хищных животных. В этом сезоне в Литве было разрешено истребить 60 волков с 15 октября до 1 апреля. Охота была прекращена раньше, поскольку был израсходован весь лимит на отстрел хищников.,В Литве разрешено неограниченно истреблять волков.",1
901,"""""""Мы занимались школьным интернетом, теперь пришла пора позаниматься интернетом в общежитиях высших учебных заведений"""", - заявил Д.Медведев в четверг на совещании по вопросам социального положения студентов. Президент проводит совещание на базе Российского университета дружбы народов, где, по его словам, в учебных корпусах и общежитиях интернет есть, """"но так - далеко не везде""""."",В вузах займутся расширением доступа к интернету.",0
902,"""""""Следственные органы СК России по Республике Татарстан приняли решение отменить меру пресечения в отношении семерых подозреваемых в убийстве заместителя муфтия духовного управления мусульман Татарстана Валиуллы Якупова, а также в покушении на убийство муфтия республики Илдуса Файзова. К ним применена мера процессуального принуждения - с подозреваемых отобрано обязательство о явке"""", - говорится в сообщении пресс-службы, размещенном на сайте СКР в четверг. В нем отмечается, что такое решение было принято следователями, так как подозреваемыми были проведены все необходимые следственные действия."",Следственные органы СК России по Республике Татарстан заключили подозреваемых под стражу.",1
